"date","clock_in","clock_out","code","notes","tags"
2023-01-18,"09:14:00","10:09:00","NVDA","prep for mtg",""
2023-01-18,"10:09:00","11:46:00","WMT","planning session","asap"
2023-01-18,"11:46:00","12:11:00","WMT","setup books",""
2023-01-18,"12:11:00","13:12:00","BIZ","prep for mtg","done"
2023-01-19,"08:00:00","08:20:00","WMT","",""
2023-01-19,"08:20:00","08:29:00","AMZN","",""
2023-01-19,"08:29:00","08:56:00","MSFT","",""
2023-01-19,"08:56:00","09:36:00","TSLA","setup books",""
2023-01-19,"09:36:00","12:14:00","HD","planning session",""
2023-01-19,"12:14:00","12:58:00","NVDA","prep for mtg",""
2023-01-19,"12:58:00","13:38:00","MSFT","setup books","redo"
2023-01-19,"13:38:00","17:20:00","AAPL","planning session","done"
2023-01-19,"17:20:00","17:55:00","UNH","prep for mtg","redo"
2023-01-20,"06:27:00","06:52:00","AMZN","setup books","fixed"
2023-01-20,"06:52:00","06:59:00","BIZ","emails",""
2023-01-20,"06:59:00","08:43:00","NVO","check last month's payments",""
2023-01-20,"08:43:00","08:55:00","AMZN","emails","fixed"
2023-01-20,"08:55:00","09:35:00","PG","setup books",""
2023-01-20,"09:35:00","09:42:00","AMZN","emails","redo"
2023-01-20,"09:42:00","10:05:00","GOOG","prep for mtg",""
2023-01-21,"06:11:00","07:26:00","BIZ","prep for mtg","redo"
2023-01-21,"07:26:00","08:11:00","PFE","setup books",""
2023-01-21,"08:11:00","08:38:00","PG","",""
2023-01-21,"08:38:00","10:06:00","WMT","balance sheets","done"
2023-01-23,"08:44:00","08:51:00","NVO","emails",""
2023-01-23,"08:51:00","09:04:00","BIZ","emails",""
2023-01-23,"09:04:00","10:08:00","BIZ","prep for mtg",""
2023-01-23,"10:08:00","10:53:00","CVX","setup books","done"
2023-01-23,"10:53:00","11:23:00","BIZ","",""
2023-01-23,"11:23:00","11:59:00","NVO","setup books",""
2023-01-24,"07:28:00","07:57:00","BIZ","setup books",""
2023-01-24,"07:57:00","10:48:00","AAPL","discuss issues",""
2023-01-24,"10:48:00","11:00:00","TSLA","emails","asap"
2023-01-24,"11:00:00","11:08:00","META","emails",""
2023-01-24,"11:08:00","11:48:00","BIZ","setup books",""
2023-01-24,"11:48:00","12:06:00","AMZN","",""
2023-01-24,"12:06:00","12:13:00","UNH","emails","asap"
2023-01-24,"12:13:00","12:27:00","BIZ","",""
2023-01-24,"12:27:00","13:52:00","JPM","planning session",""
2023-01-24,"13:52:00","14:02:00","TSLA","emails","done"
2023-01-24,"14:02:00","14:40:00","AAPL","prep for mtg",""
2023-01-24,"14:40:00","15:40:00","CVX","setup books","done"
2023-01-25,"07:08:00","08:33:00","BIZ","planning session","fixed"
2023-01-25,"08:33:00","08:52:00","MSFT","",""
2023-01-25,"08:52:00","10:32:00","UNH","phone call",""
2023-01-25,"10:32:00","10:57:00","PFE","setup books","done"
2023-01-25,"10:57:00","12:01:00","MSFT","prep for mtg","redo"
2023-01-25,"12:01:00","12:16:00","BIZ","emails","redo"
2023-01-25,"12:16:00","15:12:00","META","discuss issues","asap"
2023-01-25,"15:12:00","15:19:00","TSM","emails",""
2023-01-25,"15:19:00","15:24:00","WMT","emails",""
2023-01-26,"07:55:00","07:58:00","META","",""
2023-01-26,"07:58:00","08:14:00","TSLA","",""
2023-01-26,"08:14:00","08:25:00","NVDA","emails",""
2023-01-26,"08:25:00","08:35:00","GOOG","emails","done"
2023-01-26,"08:35:00","08:44:00","BIZ","",""
2023-01-26,"08:44:00","10:20:00","TSLA","check last month's payments",""
2023-01-26,"10:20:00","11:28:00","PG","phone call",""
2023-01-26,"11:28:00","11:32:00","BIZ","",""
2023-01-26,"11:32:00","12:04:00","TSLA","prep for mtg",""
2023-01-26,"12:04:00","12:19:00","PG","emails","done"
2023-01-26,"12:19:00","12:34:00","NVO","emails",""
2023-01-26,"12:34:00","13:10:00","CVX","setup books","done"
2023-01-26,"13:10:00","13:44:00","BIZ","prep for mtg","done"
2023-01-26,"13:44:00","16:46:00","TSM","price quotes","asap"
2023-01-28,"06:55:00","07:03:00","HD","emails","redo"
2023-01-28,"07:03:00","07:10:00","BIZ","emails",""
2023-01-28,"07:10:00","09:13:00","JNJ","price quotes","done"
2023-01-28,"09:13:00","09:42:00","BIZ","setup books","done"
2023-01-28,"09:42:00","10:05:00","GOOG","prep for mtg","done"
2023-01-28,"10:05:00","11:10:00","AMZN","phone call",""
2023-01-29,"07:40:00","08:45:00","JPM","phone call","redo"
2023-01-29,"08:45:00","08:52:00","MSFT","emails",""
2023-01-29,"08:52:00","10:27:00","PG","phone call","redo"
2023-01-29,"10:27:00","10:34:00","GOOG","emails","redo"
2023-01-29,"10:34:00","10:46:00","MSFT","emails",""
2023-01-29,"10:46:00","12:36:00","TSM","balance sheets","done"
2023-01-29,"12:36:00","12:46:00","TSLA","emails",""
2023-01-30,"12:24:00","13:12:00","AMZN","price quotes",""
2023-01-30,"13:12:00","13:25:00","HD","setup books",""
2023-01-30,"13:25:00","13:30:00","GOOG","balance sheets",""
2023-01-30,"13:30:00","13:42:00","BIZ","emails",""
2023-01-30,"13:42:00","14:04:00","AMZN","emails",""
2023-01-30,"14:04:00","14:30:00","PG","prep for mtg",""
2023-01-30,"14:30:00","14:35:00","XOM","setup books",""
2023-02-01,"06:25:00","06:55:00","GOOG","",""
2023-02-01,"06:55:00","07:18:00","TSLA","prep for mtg",""
2023-02-01,"07:18:00","08:27:00","TSLA","prep for mtg",""
2023-02-01,"08:27:00","08:42:00","WMT","emails","done"
2023-02-01,"08:42:00","08:54:00","MSFT","emails","done"
2023-02-01,"08:54:00","09:50:00","NVO","prep for mtg","redo"
2023-02-01,"09:50:00","10:43:00","META","phone call",""
2023-02-01,"10:43:00","11:02:00","JPM","",""
2023-02-01,"11:02:00","11:10:00","XOM","emails",""
2023-02-01,"11:10:00","11:12:00","AMZN","phone call","asap"
2023-02-02,"07:58:00","09:00:00","BIZ","phone call","done"
2023-02-02,"09:00:00","09:13:00","UNH","emails",""
2023-02-02,"09:13:00","09:58:00","BIZ","setup books","done"
2023-02-02,"09:58:00","10:46:00","AAPL","phone call",""
2023-02-02,"10:46:00","11:14:00","META","setup books","done"
2023-02-02,"11:14:00","11:22:00","BRK/A","emails","done"
2023-02-02,"11:22:00","11:39:00","GOOG","",""
2023-02-02,"11:39:00","12:52:00","TSLA","phone call",""
2023-02-02,"12:52:00","13:06:00","BRK/B","",""
2023-02-02,"13:06:00","13:24:00","TSLA","",""
2023-02-02,"13:24:00","13:44:00","GOOG","",""
2023-02-02,"13:44:00","15:14:00","BIZ","balance sheets","asap"
2023-02-02,"15:14:00","16:35:00","NVDA","check last month's payments","redo"
2023-02-02,"16:35:00","16:47:00","MSFT","emails",""
2023-02-02,"16:47:00","17:10:00","NVDA","prep for mtg","redo"
2023-02-02,"17:10:00","17:23:00","TSLA","emails","done"
2023-02-02,"17:23:00","17:31:00","BIZ","emails",""
2023-02-02,"17:31:00","17:37:00","CVX","emails",""
2023-02-02,"17:37:00","17:42:00","MSFT","emails","redo"
2023-02-03,"08:28:00","09:41:00","XOM","phone call",""
2023-02-03,"09:41:00","09:55:00","NVDA","",""
2023-02-03,"09:55:00","10:06:00","TSM","emails",""
2023-02-04,"11:36:00","11:45:00","CVX","",""
2023-02-04,"11:45:00","11:56:00","MSFT","emails","done"
2023-02-04,"11:56:00","13:11:00","AMZN","prep for mtg",""
2023-02-04,"13:11:00","13:57:00","CVX","prep for mtg","done"
2023-02-04,"13:57:00","14:09:00","UNH","emails",""
2023-02-04,"14:09:00","14:27:00","UNH","",""
2023-02-04,"14:27:00","15:40:00","TSLA","phone call","asap"
2023-02-04,"15:40:00","17:01:00","NVDA","check last month's payments","fixed"
2023-02-04,"17:01:00","18:10:00","XOM","prep for mtg",""
2023-02-04,"18:10:00","18:38:00","AAPL","setup books","fixed"
2023-02-04,"18:38:00","19:12:00","NVDA","prep for mtg","redo"
2023-02-04,"19:12:00","19:33:00","UNH","setup books",""
2023-02-04,"19:33:00","20:04:00","TSLA","setup books",""
2023-02-04,"20:04:00","20:09:00","WMT","emails","asap"
2023-02-04,"20:09:00","20:16:00","HD","emails",""
2023-02-04,"20:16:00","21:19:00","AMZN","prep for mtg",""
2023-02-04,"21:19:00","22:23:00","BIZ","prep for mtg",""
2023-02-04,"22:23:00","22:33:00","AMZN","emails",""
2023-02-04,"22:33:00","22:55:00","META","",""
2023-02-04,"22:55:00","23:19:00","BIZ","setup books",""
2023-02-04,"23:19:00","03:06:00","TSM","planning session",""
2023-02-04,"03:06:00","03:36:00","CVX","",""
2023-02-07,"07:27:00","09:07:00","AAPL","phone call",""
2023-02-07,"09:07:00","10:41:00","TSLA","check last month's payments","done"
2023-02-07,"10:41:00","12:47:00","PFE","check last month's payments",""
2023-02-07,"12:47:00","13:02:00","XOM","emails","fixed"
2023-02-07,"13:02:00","13:15:00","NVO","emails","redo"
2023-02-07,"13:15:00","13:20:00","MSFT","emails","asap"
2023-02-07,"13:20:00","13:28:00","NVO","emails","fixed"
2023-02-07,"13:28:00","13:35:00","AAPL","emails","fixed"
2023-02-07,"13:35:00","13:56:00","TSLA","",""
2023-02-07,"13:56:00","14:06:00","AAPL","emails","fixed"
2023-02-10,"19:27:00","19:33:00","BRK/B","emails","asap"
2023-02-10,"19:33:00","19:44:00","MA","check last month's payments","redo"
2023-02-10,"19:44:00","19:50:00","GOOG","setup books",""
2023-02-11,"06:40:00","08:04:00","PG","price quotes",""
2023-02-11,"08:04:00","08:38:00","MA","prep for mtg","asap"
2023-02-11,"08:38:00","08:56:00","TSLA","",""
2023-02-11,"08:56:00","09:09:00","CVX","emails",""
2023-02-11,"09:09:00","09:34:00","TSM","setup books","redo"
2023-02-11,"09:34:00","09:48:00","BIZ","",""
2023-02-11,"09:48:00","10:12:00","TSM","setup books","done"
2023-02-11,"10:12:00","11:11:00","XOM","phone call",""
2023-02-12,"14:00:00","14:21:00","BIZ","",""
2023-02-12,"14:21:00","14:32:00","CVX","prep for mtg",""
2023-02-12,"14:32:00","15:14:00","AAPL","phone call",""
2023-02-12,"15:14:00","15:38:00","HD","phone call","asap"
2023-02-13,"08:42:00","10:23:00","WMT","balance sheets",""
2023-02-13,"10:23:00","10:33:00","TSLA","emails",""
2023-02-13,"10:33:00","12:09:00","BIZ","check last month's payments","asap"
2023-02-13,"12:09:00","12:22:00","CVX","emails","fixed"
2023-02-13,"12:22:00","12:49:00","GOOG","",""
2023-02-15,"08:44:00","10:05:00","NVO","check last month's payments",""
2023-02-15,"10:05:00","10:20:00","JNJ","emails","fixed"
2023-02-16,"07:12:00","07:24:00","NVDA","emails",""
2023-02-16,"07:24:00","07:32:00","AAPL","emails","asap"
2023-02-16,"07:32:00","07:59:00","META","",""
2023-02-16,"07:59:00","08:14:00","BIZ","emails",""
2023-02-16,"08:14:00","08:42:00","BIZ","setup books","fixed"
2023-02-16,"08:42:00","10:36:00","CVX","price quotes","redo"
2023-02-18,"06:09:00","09:06:00","WMT","price quotes",""
2023-02-18,"09:06:00","09:13:00","TSLA","emails",""
2023-02-18,"09:13:00","10:53:00","PG","phone call",""
2023-02-18,"10:53:00","10:58:00","AAPL","emails",""
2023-02-18,"10:58:00","11:22:00","GOOG","setup books",""
2023-02-18,"11:22:00","11:29:00","MSFT","emails","asap"
2023-02-18,"11:29:00","12:46:00","NVDA","crosscheck w bank statements",""
2023-02-18,"12:46:00","12:52:00","AAPL","emails",""
2023-02-19,"07:00:00","08:00:00","XOM","setup books",""
2023-02-19,"08:00:00","08:08:00","BIZ","emails","done"
2023-02-19,"08:08:00","08:29:00","GOOG","",""
2023-02-19,"08:29:00","08:54:00","WMT","setup books",""
2023-02-19,"08:54:00","09:34:00","MSFT","setup books",""
2023-02-19,"09:34:00","09:43:00","CVX","",""
2023-02-19,"09:43:00","11:14:00","WMT","crosscheck w bank statements",""
2023-02-19,"11:14:00","11:39:00","UNH","setup books",""
2023-02-19,"11:39:00","11:47:00","NVO","emails",""
2023-02-19,"11:47:00","11:53:00","MSFT","emails",""
2023-02-19,"11:53:00","12:17:00","BIZ","setup books","asap"
2023-02-19,"12:17:00","12:46:00","WMT","setup books",""
2023-02-20,"12:26:00","12:45:00","BRK/B","prep for mtg",""
2023-02-21,"07:37:00","07:47:00","BIZ","emails",""
2023-02-21,"07:47:00","07:55:00","BIZ","emails","done"
2023-02-21,"07:55:00","08:30:00","CVX","prep for mtg","asap"
2023-02-21,"08:30:00","08:42:00","CVX","emails","done"
2023-02-21,"08:42:00","08:49:00","BIZ","emails","done"
2023-02-21,"08:49:00","10:44:00","WMT","crosscheck w bank statements","redo"
2023-02-21,"10:44:00","12:07:00","NVDA","check last month's payments",""
2023-02-21,"12:07:00","12:15:00","WMT","emails","redo"
2023-02-21,"12:15:00","12:20:00","TSLA","emails","done"
2023-02-21,"12:20:00","12:24:00","AMZN","",""
2023-02-21,"12:24:00","13:40:00","META","crosscheck w bank statements",""
2023-02-21,"13:40:00","14:38:00","NVO","phone call",""
2023-02-21,"14:38:00","14:49:00","TSLA","emails","fixed"
2023-02-21,"14:49:00","14:54:00","BIZ","emails","asap"
2023-02-21,"14:54:00","15:00:00","TSLA","emails","asap"
2023-02-21,"15:00:00","15:08:00","TSLA","emails",""
2023-02-21,"15:08:00","15:21:00","BIZ","emails","done"
2023-02-21,"15:21:00","16:32:00","UNH","check last month's payments","done"
2023-02-21,"16:32:00","16:37:00","XOM","emails","asap"
2023-02-22,"07:44:00","08:02:00","PG","",""
2023-02-22,"08:02:00","08:32:00","AAPL","",""
2023-02-23,"09:45:00","10:00:00","TSLA","emails","asap"
2023-02-23,"10:00:00","10:18:00","PFE","",""
2023-02-23,"10:18:00","10:41:00","TSLA","prep for mtg","done"
2023-02-23,"10:41:00","10:46:00","MSFT","emails","asap"
2023-02-23,"10:46:00","10:56:00","TSLA","emails","redo"
2023-02-23,"10:56:00","12:12:00","BIZ","crosscheck w bank statements",""
2023-02-25,"07:47:00","09:15:00","CVX","balance sheets",""
2023-02-25,"09:15:00","09:42:00","TSLA","",""
2023-02-25,"09:42:00","11:40:00","PFE","planning session","done"
2023-02-25,"11:40:00","12:21:00","TSLA","setup books",""
2023-02-25,"12:21:00","12:50:00","PFE","setup books",""
2023-02-25,"12:50:00","13:51:00","PG","prep for mtg",""
2023-02-25,"13:51:00","15:30:00","BIZ","crosscheck w bank statements","done"
2023-02-25,"15:30:00","17:00:00","MSFT","balance sheets","fixed"
2023-02-25,"17:00:00","17:08:00","PG","emails",""
2023-02-25,"17:08:00","17:39:00","BIZ","setup books",""
2023-02-28,"06:25:00","06:35:00","UNH","emails","asap"
2023-02-28,"06:35:00","08:58:00","BIZ","planning session",""
2023-02-28,"08:58:00","09:50:00","BIZ","check last month's payments",""
2023-02-28,"09:50:00","10:20:00","BIZ","",""
2023-02-28,"10:20:00","10:36:00","JPM","",""
2023-03-01,"06:36:00","07:39:00","PFE","prep for mtg","done"
2023-03-02,"07:00:00","09:06:00","BIZ","check last month's payments","fixed"
2023-03-02,"09:06:00","09:40:00","BIZ","prep for mtg",""
2023-03-02,"09:40:00","12:13:00","PG","balance sheets",""
2023-03-02,"12:13:00","12:19:00","META","emails","done"
2023-03-02,"12:19:00","13:06:00","HD","phone call","redo"
2023-03-02,"13:06:00","13:53:00","NVDA","phone call",""
2023-03-02,"13:53:00","14:55:00","UNH","phone call",""
2023-03-02,"14:55:00","15:56:00","CVX","prep for mtg","done"
2023-03-02,"15:56:00","17:24:00","BIZ","balance sheets",""
2023-03-02,"17:24:00","17:30:00","META","emails","redo"
2023-03-04,"09:22:00","10:58:00","XOM","check last month's payments",""
2023-03-04,"10:58:00","14:22:00","NVDA","discuss issues","asap"
2023-03-04,"14:22:00","14:44:00","META","",""
2023-03-04,"14:44:00","14:52:00","TSM","emails","done"
2023-03-04,"14:52:00","14:59:00","BIZ","emails","asap"
2023-03-04,"14:59:00","15:34:00","PFE","prep for mtg","done"
2023-03-04,"15:34:00","16:11:00","AAPL","setup books","done"
2023-03-04,"16:11:00","17:55:00","TSLA","check last month's payments","done"
2023-03-04,"17:55:00","18:21:00","AAPL","setup books","asap"
2023-03-04,"18:21:00","18:38:00","TSLA","",""
2023-03-04,"18:38:00","18:51:00","BIZ","emails",""
2023-03-05,"14:28:00","15:16:00","NVO","prep for mtg",""
2023-03-05,"15:16:00","15:29:00","BIZ","phone call","done"
2023-03-05,"15:29:00","15:34:00","AMZN","crosscheck w bank statements",""
2023-03-05,"15:34:00","15:46:00","BRK/A","emails",""
2023-03-05,"15:46:00","16:08:00","PG","",""
2023-03-05,"16:08:00","16:34:00","HD","emails","asap"
2023-03-05,"16:34:00","16:39:00","HD","phone call","fixed"
2023-03-06,"09:40:00","10:10:00","AAPL","",""
2023-03-06,"10:10:00","11:14:00","GOOG","prep for mtg","asap"
2023-03-06,"11:14:00","12:17:00","CVX","prep for mtg","redo"
2023-03-06,"12:17:00","12:37:00","TSLA","",""
2023-03-06,"12:37:00","13:08:00","TSM","setup books",""
2023-03-06,"13:08:00","13:38:00","BRK/A","",""
2023-03-06,"13:38:00","13:48:00","BIZ","emails","done"
2023-03-06,"13:48:00","14:27:00","MSFT","prep for mtg",""
2023-03-06,"14:27:00","14:34:00","BIZ","emails","done"
2023-03-06,"14:34:00","14:48:00","GOOG","",""
2023-03-06,"14:48:00","15:58:00","NVO","phone call",""
2023-03-06,"15:58:00","16:25:00","PFE","",""
2023-03-06,"16:25:00","18:54:00","META","discuss issues",""
2023-03-06,"18:54:00","19:18:00","BIZ","setup books",""
2023-03-06,"19:18:00","19:39:00","TSM","",""
2023-03-06,"19:39:00","19:57:00","META","",""
2023-03-06,"19:57:00","20:16:00","PG","",""
2023-03-07,"07:28:00","07:40:00","NVDA","emails","redo"
2023-03-07,"07:40:00","07:43:00","CVX","",""
2023-03-07,"07:43:00","08:00:00","TSLA","",""
2023-03-07,"08:00:00","08:36:00","BIZ","setup books",""
2023-03-07,"08:36:00","09:10:00","CVX","prep for mtg","done"
2023-03-07,"09:10:00","10:12:00","BIZ","phone call",""
2023-03-08,"06:26:00","06:37:00","NVDA","emails","redo"
2023-03-08,"06:37:00","07:04:00","PG","",""
2023-03-08,"07:04:00","07:22:00","CVX","",""
2023-03-08,"07:22:00","07:50:00","NVO","setup books","redo"
2023-03-08,"07:50:00","08:03:00","TSM","emails","asap"
2023-03-08,"08:03:00","08:16:00","XOM","emails",""
2023-03-08,"08:16:00","08:29:00","HD","emails","fixed"
2023-03-08,"08:29:00","09:02:00","WMT","prep for mtg","done"
2023-03-08,"09:02:00","09:21:00","XOM","",""
2023-03-08,"09:21:00","10:00:00","WMT","prep for mtg",""
2023-03-08,"10:00:00","10:05:00","XOM","emails",""
2023-03-08,"10:05:00","10:23:00","CVX","",""
2023-03-09,"07:03:00","07:46:00","TSLA","setup books",""
2023-03-09,"07:46:00","09:52:00","WMT","check last month's payments",""
2023-03-09,"09:52:00","10:05:00","XOM","emails","redo"
2023-03-09,"10:05:00","10:26:00","META","",""
2023-03-09,"10:26:00","10:37:00","BIZ","emails",""
2023-03-09,"10:37:00","12:13:00","MSFT","check last month's payments",""
2023-03-09,"12:13:00","12:58:00","BIZ","setup books","done"
2023-03-09,"12:58:00","13:54:00","NVDA","prep for mtg",""
2023-03-09,"13:54:00","14:35:00","GOOG","setup books",""
2023-03-10,"06:22:00","07:09:00","XOM","phone call",""
2023-03-10,"07:09:00","08:50:00","TSM","balance sheets",""
2023-03-10,"08:50:00","08:57:00","NVDA","emails","redo"
2023-03-10,"08:57:00","09:03:00","NVDA","emails",""
2023-03-10,"09:03:00","09:07:00","TSLA","",""
2023-03-10,"09:07:00","10:21:00","HD","crosscheck w bank statements",""
2023-03-10,"10:21:00","10:48:00","CVX","",""
2023-03-10,"10:48:00","10:51:00","CVX","",""
2023-03-10,"10:51:00","12:13:00","HD","phone call",""
2023-03-10,"12:13:00","12:16:00","GOOG","",""
2023-03-10,"12:16:00","13:16:00","NVO","setup books",""
2023-03-10,"13:16:00","13:45:00","HD","setup books",""
2023-03-10,"13:45:00","14:26:00","MSFT","setup books","done"
2023-03-10,"14:26:00","14:38:00","BIZ","emails","done"
2023-03-10,"14:38:00","15:46:00","NVO","phone call",""
2023-03-11,"08:30:00","08:41:00","TSLA","emails","redo"
2023-03-11,"08:41:00","08:49:00","BIZ","emails",""
2023-03-11,"08:49:00","09:00:00","MSFT","emails",""
2023-03-11,"09:00:00","09:37:00","MSFT","setup books","done"
2023-03-11,"09:37:00","09:58:00","NVO","",""
2023-03-11,"09:58:00","10:54:00","HD","prep for mtg","asap"
2023-03-11,"10:54:00","11:03:00","WMT","",""
2023-03-11,"11:03:00","11:20:00","TSLA","",""
2023-03-11,"11:20:00","11:29:00","AAPL","",""
2023-03-12,"07:12:00","09:07:00","CVX","price quotes","redo"
2023-03-12,"09:07:00","10:43:00","TSLA","check last month's payments","asap"
2023-03-12,"10:43:00","10:47:00","BRK/B","",""
2023-03-12,"10:47:00","11:02:00","PG","emails",""
2023-03-12,"11:02:00","11:16:00","PG","",""
2023-03-12,"11:16:00","11:47:00","UNH","setup books",""
2023-03-12,"11:47:00","11:55:00","AAPL","emails","asap"
2023-03-12,"11:55:00","12:24:00","TSLA","setup books","redo"
2023-03-12,"12:24:00","12:55:00","MSFT","setup books","done"
2023-03-12,"12:55:00","13:54:00","META","phone call","fixed"
2023-03-12,"13:54:00","15:27:00","BIZ","balance sheets",""
2023-03-13,"08:25:00","09:21:00","TSLA","prep for mtg",""
2023-03-13,"09:21:00","11:44:00","TSLA","planning session","redo"
2023-03-13,"11:44:00","12:06:00","HD","",""
2023-03-13,"12:06:00","12:18:00","BRK/A","emails",""
2023-03-14,"08:25:00","08:27:00","MSFT","phone call","asap"
2023-03-14,"08:27:00","08:45:00","TSM","",""
2023-03-14,"08:45:00","08:55:00","BIZ","emails",""
2023-03-14,"08:55:00","09:22:00","UNH","",""
2023-03-14,"09:22:00","09:39:00","AAPL","",""
2023-03-14,"09:39:00","10:25:00","AMZN","prep for mtg","fixed"
2023-03-14,"10:25:00","10:30:00","WMT","emails",""
2023-03-14,"10:30:00","10:39:00","BIZ","",""
2023-03-16,"08:57:00","09:03:00","TSLA","emails",""
2023-03-16,"09:03:00","09:35:00","BIZ","prep for mtg","done"
2023-03-16,"09:35:00","09:48:00","GOOG","emails",""
2023-03-16,"09:48:00","11:28:00","XOM","phone call",""
2023-03-17,"10:50:00","11:11:00","AAPL","setup books","done"
2023-03-17,"11:11:00","11:25:00","PG","",""
2023-03-17,"11:25:00","11:54:00","AAPL","setup books",""
2023-03-17,"11:54:00","12:20:00","AAPL","setup books",""
2023-03-17,"12:20:00","12:24:00","UNH","",""
2023-03-17,"12:24:00","12:34:00","BIZ","emails","asap"
2023-03-17,"12:34:00","14:09:00","GOOG","phone call","done"
2023-03-17,"14:09:00","14:20:00","META","emails",""
2023-03-17,"14:20:00","14:47:00","CVX","",""
2023-03-17,"14:47:00","15:24:00","NVO","setup books","fixed"
2023-03-17,"15:24:00","16:08:00","WMT","prep for mtg",""
2023-03-18,"09:53:00","11:47:00","BIZ","price quotes",""
2023-03-18,"11:47:00","12:28:00","GOOG","setup books",""
2023-03-20,"07:30:00","07:47:00","AAPL","",""
2023-03-20,"07:47:00","08:11:00","CVX","setup books","redo"
2023-03-20,"08:11:00","08:54:00","PFE","setup books",""
2023-03-20,"08:54:00","09:51:00","BRK/B","phone call","redo"
2023-03-20,"09:51:00","10:10:00","WMT","",""
2023-03-20,"10:10:00","10:58:00","WMT","phone call",""
2023-03-20,"10:58:00","11:56:00","JPM","phone call",""
2023-03-20,"11:56:00","12:20:00","PG","setup books",""
2023-03-21,"19:25:00","19:31:00","UNH","emails",""
2023-03-21,"19:31:00","19:43:00","PG","emails",""
2023-03-21,"19:43:00","20:01:00","NVO","emails",""
2023-03-21,"20:01:00","20:19:00","BIZ","",""
2023-03-23,"07:29:00","07:47:00","TSM","",""
2023-03-23,"07:47:00","07:52:00","AAPL","emails","done"
2023-03-23,"07:52:00","10:05:00","META","discuss issues","asap"
2023-03-23,"10:05:00","10:11:00","TSLA","emails","done"
2023-03-23,"10:11:00","11:11:00","BIZ","setup books","redo"
2023-03-23,"11:11:00","11:17:00","MSFT","emails",""
2023-03-23,"11:17:00","13:41:00","TSLA","discuss issues",""
2023-03-23,"13:41:00","15:03:00","NVDA","phone call",""
2023-03-23,"15:03:00","15:32:00","XOM","setup books",""
2023-03-24,"07:45:00","08:00:00","CVX","emails","done"
2023-03-25,"07:04:00","07:18:00","PG","",""
2023-03-25,"07:18:00","07:26:00","AMZN","emails","done"
2023-03-25,"07:26:00","07:33:00","META","emails","fixed"
2023-03-25,"07:33:00","07:52:00","AAPL","",""
2023-03-25,"07:52:00","07:59:00","BIZ","emails","asap"
2023-03-25,"07:59:00","08:37:00","BIZ","prep for mtg",""
2023-03-25,"08:37:00","08:59:00","NVO","",""
2023-03-25,"08:59:00","09:50:00","AMZN","phone call","fixed"
2023-03-25,"09:50:00","10:51:00","NVDA","prep for mtg","fixed"
2023-03-25,"10:51:00","10:55:00","PG","",""
2023-03-26,"07:29:00","08:29:00","BIZ","setup books","redo"
2023-03-26,"08:29:00","08:33:00","TSLA","",""
2023-03-26,"08:33:00","09:14:00","MSFT","setup books","fixed"
2023-03-26,"09:14:00","12:29:00","NVDA","planning session",""
2023-03-26,"12:29:00","13:07:00","TSM","prep for mtg","done"
2023-03-26,"13:07:00","13:26:00","JNJ","",""
2023-03-26,"13:26:00","14:09:00","AAPL","setup books","fixed"
2023-03-26,"14:09:00","15:55:00","AMZN","discuss issues","fixed"
2023-03-26,"15:55:00","16:02:00","TSM","emails",""
2023-03-27,"21:57:00","22:01:00","BRK/B","price quotes","fixed"
2023-03-27,"22:01:00","22:14:00","TSLA","",""
2023-03-27,"22:14:00","22:26:00","BRK/B","balance sheets",""
2023-03-27,"22:26:00","22:39:00","XOM","emails","fixed"
2023-03-28,"07:05:00","08:04:00","PG","phone call",""
2023-03-28,"08:04:00","08:17:00","BRK/B","emails","done"
2023-03-28,"08:17:00","08:29:00","AMZN","emails",""
2023-03-28,"08:29:00","11:26:00","WMT","price quotes",""
2023-03-28,"11:26:00","11:44:00","NVO","",""
2023-03-28,"11:44:00","12:07:00","BIZ","prep for mtg",""
2023-03-28,"12:07:00","12:38:00","BIZ","setup books",""
2023-03-28,"12:38:00","12:51:00","BRK/B","emails","fixed"
2023-03-28,"12:51:00","13:16:00","NVO","setup books","done"
2023-03-31,"06:06:00","06:15:00","BIZ","",""
2023-03-31,"06:15:00","07:49:00","MA","check last month's payments",""
2023-03-31,"07:49:00","08:06:00","NVDA","",""
2023-03-31,"08:06:00","09:07:00","UNH","prep for mtg","asap"
2023-03-31,"09:07:00","09:16:00","JNJ","",""
2023-03-31,"09:16:00","10:04:00","BIZ","phone call",""
2023-03-31,"10:04:00","10:23:00","GOOG","",""
2023-03-31,"10:23:00","12:35:00","TSM","planning session",""
2023-03-31,"12:35:00","12:41:00","BRK/B","emails",""
2023-04-01,"06:45:00","07:04:00","UNH","",""
2023-04-01,"07:04:00","08:36:00","GOOG","price quotes",""
2023-04-01,"08:36:00","08:58:00","TSM","",""
2023-04-01,"08:58:00","09:36:00","TSLA","prep for mtg","done"
2023-04-01,"09:36:00","10:37:00","JNJ","prep for mtg",""
2023-04-01,"10:37:00","10:43:00","PG","emails",""
2023-04-03,"07:58:00","08:20:00","JPM","",""
2023-04-03,"08:20:00","08:37:00","NVO","",""
2023-04-03,"08:37:00","09:34:00","BIZ","phone call","done"
2023-04-03,"09:34:00","09:50:00","AAPL","",""
2023-04-03,"09:50:00","10:17:00","BIZ","",""
2023-04-03,"10:17:00","10:55:00","UNH","prep for mtg","redo"
